,Asset_Class_ID,Asset_Type,Material,DIAMETER,Community,Quantity_Length,Install_Date,Source,Edited_Date,Asset_Class,Asset_Owner,Category,Potable,Fail
1553,68,Water Main,PE100,125,Taupo,3.37,2021-09-08 14:28:12+00:00,Waiotahi AsBuilt drawings,2023-03-28 13:14:40+00:00,Water_Main,Public ,Taupo,Yes,0
1554,68,Water Main,DI,100,Taupo,0.58,2021-09-08 14:28:12+00:00,Waiotahi AsBuilt drawings,2023-03-28 13:30:04+00:00,Water_Main,Public ,Taupo,Yes,0
1555,68,Water Main,PE100,125,Taupo,1.89,2021-09-08 14:28:12+00:00,Waiotahi AsBuilt drawings,2023-03-28 13:15:54+00:00,Water_Main,Public ,Taupo,Yes,0
1556,68,Water Main,PE100,180,Taupo - Central,0.14,2020-09-09 10:57:39+00:00,Waiotahi AsBuilt Drawings,2023-05-02 16:45:26+00:00,Water_Main,Connectivity,Taupo,Yes,0
1557,68,Water Main,PE100,125,Taupo - Central,229.61,2020-09-09 10:57:39+00:00,Waiotahi AsBuilt Drawings,2023-05-02 16:36:21+00:00,Water_Main,Public ,Taupo,Yes,0
1558,68,Rider Main,PE80,63,Taupo,16.2,2021-09-08 08:45:46+00:00,Waiotahi AsBuilt Drawings,2023-03-28 13:38:38+00:00,Water_Main,Public ,Taupo,Yes,0
1559,68,Water Main,PE100,125,Taupo,30.96,2021-09-08 08:45:46+00:00,Waiotahi AsBuilt Drawings,2023-03-28 13:16:52+00:00,Water_Main,Public ,Taupo,Yes,0
1560,68,Rider Main,PE80,63,Taupo,100.24,2021-09-08 15:57:29+00:00,Waiotahi AsBuilt Drawings,2023-03-28 13:37:35+00:00,Water_Main,Public ,Taupo,Yes,0
1561,68,Rider Main,PE80,63,Taupo,0.34,2021-09-08 15:57:29+00:00,Waiotahi AsBuilt Drawings,2023-03-28 13:47:18+00:00,Water_Main,Connectivity,Taupo,Yes,0
1562,68,Water Main,DI,100,Taupo,0.54,2021-09-08 15:57:29+00:00,Waiotahi AsBuilt Drawings,2023-03-28 13:30:52+00:00,Water_Main,Public ,Taupo,Yes,0
1563,68,Water Main,DI,100,Taupo,0.53,2021-09-08 15:57:29+00:00,Waiotahi AsBuilt Drawings,2023-03-28 13:31:29+00:00,Water_Main,Public ,Taupo,Yes,0
1564,68,Water Main,PE100,125,Taupo,4.09,2021-09-08 15:57:29+00:00,Waiotahi AsBuilt Drawings,2023-03-28 13:20:01+00:00,Water_Main,Public ,Taupo,Yes,0
1565,68,Water Main,PE100,125,Taupo,0.87,2021-09-08 15:57:29+00:00,Waiotahi AsBuilt Drawings,2023-03-28 13:20:42+00:00,Water_Main,Public ,Taupo,Yes,0
1566,68,Water Main,DI,100,Taupo,0.71,2021-09-08 15:57:29+00:00,Waiotahi AsBuilt Drawings,2023-03-28 13:32:05+00:00,Water_Main,Public ,Taupo,Yes,0
1567,68,Rider Main,PE80,63,Taupo,71.85,2021-09-08 16:45:14+00:00,Waiotahi AsBuilt Drawings,2023-03-28 13:40:52+00:00,Water_Main,Public ,Taupo,Yes,0
1568,68,Water Main,DI,100,Taupo,0.34,2021-09-08 16:45:14+00:00,Waiotahi AsBuilt Drawings,2023-03-28 13:32:58+00:00,Water_Main,Public ,Taupo,Yes,0
1573,68,Rider Main,Copper,32,Centennial Drive,0.28,2021-08-06 07:54:10+00:00,Downer AsBuilt,2023-01-11 10:32:18+00:00,Water_Main,Connectivity,Centennial Drive,Yes,0
1574,68,Rising/Falling Main,uPVC,200,Kinloch,125.51,2014-06-01 00:00:00+00:00,06 As-Built Plan Digitised (Low Error),2023-01-11 16:01:01+00:00,Water_Main,Public ,Kinloch,Yes,0
1577,68,Water Main,GALV,38,Omori,0.44,1971-07-01 16:08:35+00:00,Paul Pettman,2023-01-23 16:10:08+00:00,Water_Main,Connectivity,Omori,Yes,0
1578,68,Water Main,GALV,38,Omori,98.36,1971-07-01 16:08:35+00:00,Paul Pettman,2023-10-18 13:51:59+00:00,Water_Main,Public ,Omori,Yes,0
1579,68,Water Main,GALV,38,Omori,4.92,1971-07-01 16:08:35+00:00,Paul Pettman,2023-10-18 13:52:50+00:00,Water_Main,Public ,Omori,Yes,0
1580,68,Water Main,GALV,38,Omori,0.47,1971-07-01 16:08:35+00:00,Paul Pettman,2023-01-23 16:44:03+00:00,Water_Main,Connectivity,Omori,Yes,0
1581,68,Water Main,uPVC,25,Whakaroa,4.42,1978-07-01 09:24:32+00:00,Downer AsBuilt,2023-01-25 09:25:50+00:00,Water_Main,Public ,Whakaroa,Yes,0
1583,68,Rider Main,GALV,40,Turangi,0.91,1965-07-01 07:58:10+00:00,Downer AsBuilt,2023-10-16 14:03:34+00:00,Water_Main,Public ,Turangi,Yes,0
1584,68,Rider Main,GALV,40,Turangi,37.0,1965-07-01 08:02:35+00:00,Downer AsBuilt,2023-10-16 14:04:05+00:00,Water_Main,Public ,Turangi,Yes,0
1585,68,Rider Main,PE80,63,Taupo,2.75,2021-07-01 14:56:39+00:00,Nolan Drainage AsBuilt Drawings,2023-01-27 15:58:34+00:00,Water_Main,Public ,Taupo,Yes,0
1586,68,Water Main,PE100,125,Turangi,153.78,2022-11-29 08:45:42+00:00,McKenzie & Co AsBuilt Drawings,2023-02-01 08:47:21+00:00,Water_Main,Public ,Turangi,Yes,0
1587,68,Rider Main,PE80,63,Turangi,36.23,2022-11-29 09:01:29+00:00,McKenzie & Co AsBuilt Drawings,2023-02-01 09:02:16+00:00,Water_Main,Public ,Turangi,Yes,0
1588,68,Water Main,PE80,63,Turangi,28.46,2020-02-19 15:46:17+00:00,McKenzie & Co AsBuilt Drawings,2023-02-01 10:01:37+00:00,Water_Main,Public ,Turangi,Yes,0
1589,68,Rider Main,PE80,63,Turangi,0.38,2022-11-29 10:23:46+00:00,McKenzie & Co AsBuilt Drawings,2023-04-27 14:55:07+00:00,Water_Main,Connectivity,Turangi,Yes,0
1590,68,Rider Main,PE80,63,Turangi,0.27,2022-11-29 10:27:43+00:00,McKenzie & Co AsBuilt Drawings,2023-04-27 14:55:07+00:00,Water_Main,Connectivity,Turangi,Yes,0
1591,68,Water Main,PE100,180,Turangi,0.53,2020-02-19 10:39:31+00:00,McKenzie & Co AsBuilt Drawings,2023-04-27 14:55:07+00:00,Water_Main,Connectivity,Turangi,Yes,0
1592,68,Rider Main,PE80,63,Taupo,1.22,2021-10-12 12:19:09+00:00,McKenzie & Co asBuilt Drawing,2023-08-31 09:57:26+00:00,Water_Main,Public ,Taupo,Yes,0
1593,68,Water Main,PVC,100,Taupo - Central,1.99,2005-06-28 08:18:24+00:00,Downer AsBuilt,2023-02-08 08:19:27+00:00,Water_Main,Public ,Taupo,Yes,0
1595,68,Water Main,PE100,180,Taupo - North,119.32,2022-08-30 14:02:28+00:00,Cheal AsBuilt Drawings,2023-02-08 14:10:41+00:00,Water_Main,Public ,Taupo,Yes,0
1596,68,Water Main,PE100,180,Taupo - North,165.7,2022-08-30 14:23:01+00:00,Cheal AsBuilt Drawings,2023-02-08 14:25:06+00:00,Water_Main,Public ,Taupo,Yes,0
1597,68,Rider Main,PE80,63,Taupo - North,146.3,2022-08-30 07:59:43+00:00,Cheal AsBuilt Drawings,2023-02-09 08:31:15+00:00,Water_Main,Public ,Taupo,Yes,0
1598,68,Rider Main,PE80,63,Taupo - North,0.5,2022-08-30 07:59:43+00:00,Cheal AsBuilt Drawings,2023-09-01 11:19:33+00:00,Water_Main,Connectivity,Taupo,Yes,0
1599,68,Rider Main,PE80,63,Taupo - North,0.5,2022-08-30 07:59:43+00:00,Cheal AsBuilt Drawings,2023-09-01 11:19:33+00:00,Water_Main,Connectivity,Taupo,Yes,0
1600,68,Water Main,PE100,180,Taupo - North,0.33,2022-08-30 07:59:43+00:00,Cheal AsBuilt Drawings,2023-09-01 11:19:33+00:00,Water_Main,Connectivity,Taupo,Yes,0
1601,68,Water Main,PE100,125,Taupo - North,0.42,2022-08-30 09:22:49+00:00,Cheal AsBuilt Drawings,2023-09-01 11:19:33+00:00,Water_Main,Connectivity,Taupo,Yes,0
1602,68,Water Main,GALV,50,Mangakino,0.38,1960-07-01 09:11:12+00:00,Paul Pettman,2023-02-28 09:13:02+00:00,Water_Main,Connectivity,Mangakino,Yes,0
1603,68,Rider Main,GALV,50,Atiamuri,37.15,1952-07-01 13:51:24+00:00,Downer AsBuilt,2023-03-01 13:56:19+00:00,Water_Main,Public ,Atiamuri,Yes,0
1606,68,Water Main,DI,150,Mangakino,0.74,2022-09-02 12:37:16+00:00,Contract AsBuilt Drawings,2023-03-27 14:30:31+00:00,Water_Main,Public ,Mangakino,Yes,0
1607,68,Water Main,DI,150,Mangakino,0.36,2022-09-02 12:37:16+00:00,Contract AsBuilt Drawings,2023-03-27 14:31:05+00:00,Water_Main,Connectivity,Mangakino,Yes,0
1608,68,Water Main,DI,150,Mangakino,0.33,2022-09-02 12:37:16+00:00,Contract AsBuilt Drawings,2023-03-27 14:31:44+00:00,Water_Main,Connectivity,Mangakino,Yes,0
1609,68,Water Main,uPVC,150,Tokaanu,2.34,1998-09-01 00:00:00+00:00,06 As-Built Plan Digitised (Low Error),2023-09-26 11:24:12+00:00,Water_Main,Public ,Turangi,Yes,0
1610,68,Water Main,PE,180,Tokaanu,3.77,2022-09-03 08:08:14+00:00,Paul Pettman Contract AsBuilts,2023-03-27 14:54:54+00:00,Water_Main,Public ,Turangi,Yes,0
1611,68,Water Main,PE,180,Tokaanu,0.74,2022-09-03 08:08:14+00:00,Paul Pettman Contract AsBuilts,2023-03-27 14:55:23+00:00,Water_Main,Connectivity,Turangi,Yes,0
1612,68,Water Main,DI,100,Tokaanu,1.27,2022-09-03 08:08:14+00:00,Paul Pettman Contract AsBuilts,2023-03-08 08:14:39+00:00,Water_Main,Public ,Turangi,Yes,0
1613,68,Water Main,PE,180,Tokaanu,3.26,2022-09-03 08:08:14+00:00,Paul Pettman Contract AsBuilts,2023-03-08 08:17:09+00:00,Water_Main,Public ,Turangi,Yes,0
1614,68,Water Main,DI,100,Tokaanu,0.55,2022-09-03 08:08:14+00:00,Paul Pettman Contract AsBuilts,2023-03-27 14:45:36+00:00,Water_Main,Public ,Turangi,Yes,0
1617,68,Water Main,DI,150,Turangi,1.02,2022-09-03 15:40:37+00:00,Paul Pettman Contract AsBuilts,2023-03-08 15:45:29+00:00,Water_Main,Public ,Turangi,Yes,0
1618,68,Water Main,DI,150,Turangi,1.33,2022-09-03 15:40:37+00:00,Paul Pettman Contract AsBuilts,2023-03-27 14:43:50+00:00,Water_Main,Public ,Turangi,Yes,0
1619,68,Water Main,PE,225,Turangi,2.81,2022-09-03 15:40:37+00:00,Paul Pettman Contract AsBuilts,2023-03-27 14:52:20+00:00,Water_Main,Public ,Turangi,Yes,0
1620,68,Water Main,DI,100,Turangi,0.82,2022-09-03 11:16:56+00:00,Paul Pettman Contract AsBuilts,2023-03-27 14:42:26+00:00,Water_Main,Public ,Turangi,Yes,0
1623,68,Water Main,PVC O,200,Taupo,73.23,2017-08-11 13:36:03+00:00,Lake Terrace Development Company AsBuilt Drawings,2023-03-09 15:26:57+00:00,Water_Main,Public ,Taupo,Yes,0
1624,68,Water Main,PVC O,200,Taupo,19.47,2017-08-11 13:36:03+00:00,Lake Terrace Development Company AsBuilt Drawings,2023-03-09 15:21:07+00:00,Water_Main,Public ,Taupo,Yes,0
1625,68,Water Main,DI,150,Taupo,1.06,2022-09-03 13:36:03+00:00,Paul Pettman Contract AsBuilts,2023-03-27 14:38:41+00:00,Water_Main,Public ,Taupo,Yes,0
1626,68,Water Main,uPVC,150,Taupo - South,3.02,2007-07-01 00:00:00+00:00,06 As-Built Plan Digitised (Low Error),2023-03-10 11:36:27+00:00,Water_Main,Public ,Taupo,Yes,0
1627,68,Water Main,AC,250,Taupo - South,37.76,1973-07-01 00:00:00+00:00,07 As-Built Plan Digitised (High Error),2023-10-16 14:08:25+00:00,Water_Main,Public ,Taupo,Yes,0
1628,68,Water Main,DI,150,Taupo - South,0.96,2022-09-03 00:00:00+00:00,Paul Pettman Contract AsBuilts,2023-03-27 14:37:24+00:00,Water_Main,Public ,Taupo,Yes,0
1629,68,Water Main,DI,150,Taupo,0.94,2022-09-03 00:00:00+00:00,Paul Pettman Contract AsBuilts,2023-03-27 14:39:21+00:00,Water_Main,Public ,Taupo,Yes,0
1632,68,Water Main,DI,100,Taupo - South,0.63,2022-09-03 00:00:00+00:00,Paul Pettman Contract AsBuilts,2023-03-27 14:35:30+00:00,Water_Main,Public ,Taupo,Yes,0
1633,68,Water Main,uPVC,100,River Road,0.23,2022-09-03 11:23:19+00:00,Downers AsBuilt Drawing WR16515/11219546,2023-03-28 09:38:08+00:00,Water_Main,Connectivity,River Road,Yes,0
1634,68,Water Main,DI,100,River Road,0.42,2022-09-03 11:23:19+00:00,Downers AsBuilt Drawing WR16515/11219546,2023-03-27 14:48:46+00:00,Water_Main,Public ,River Road,Yes,0
1635,68,Water Main,uPVC,80,River Road,0.54,2022-09-03 11:23:19+00:00,Downers AsBuilt Drawing WR16515/11219546,2023-03-28 09:38:08+00:00,Water_Main,Connectivity,River Road,Yes,0
1636,68,Water Main,DI,100,River Road,0.3,2022-09-03 11:23:19+00:00,Downers AsBuilt Drawing WR16515/11219546,2023-03-27 14:48:21+00:00,Water_Main,Public ,River Road,Yes,0
1637,68,Water Main,PE100,250,Taupo,0.64,2022-09-03 08:52:30+00:00,Nolan Drainage Contract AsBuilt Drawings,2023-03-28 09:22:31+00:00,Water_Main,Connectivity,Taupo,Yes,0
1638,68,Water Main,DI,150,Taupo,0.9,2022-09-03 08:52:30+00:00,Nolan Drainage Contract AsBuilt Drawings,2023-03-27 14:40:33+00:00,Water_Main,Public ,Taupo,Yes,0
1639,68,Water Main,DI,150,Taupo,1.0,2022-09-03 08:52:30+00:00,Nolan Drainage Contract AsBuilt Drawings,2023-03-27 14:41:08+00:00,Water_Main,Public ,Taupo,Yes,0
1641,68,Water Main,PE,32,Tirohanga,0.15,2022-12-09 15:21:03+00:00,Downer AsBuilt,2023-03-14 15:28:04+00:00,Water_Main,Connectivity,Tirohanga,Yes,0
1642,68,Water Main,PE100,125,Taupo,0.46,2022-09-03 08:56:14+00:00,Nolan Drainage Contract AsBuilt Drawings,2023-03-28 09:32:12+00:00,Water_Main,Connectivity,Taupo,Yes,0
1643,68,Water Main,PE100,125,Taupo,0.36,2022-09-03 08:56:14+00:00,Nolan Drainage Contract AsBuilt Drawings,2023-03-28 09:32:12+00:00,Water_Main,Connectivity,Taupo,Yes,0
1644,68,Water Main,PE100,250,Taupo,25.14,2022-09-03 08:56:14+00:00,Nolan Drainage Contract AsBuilt Drawings,2023-03-28 09:23:26+00:00,Water_Main,Public ,Taupo,Yes,0
1645,68,Water Main,PE100,250,Taupo,74.99,2022-09-03 08:56:14+00:00,Nolan Drainage Contract AsBuilt Drawings,2023-03-28 09:24:08+00:00,Water_Main,Public ,Taupo,Yes,0
1646,68,Water Main,PE100,125,Taupo,0.38,2022-09-03 08:56:14+00:00,Nolan Drainage Contract AsBuilt Drawings,2023-03-28 09:32:12+00:00,Water_Main,Connectivity,Taupo,Yes,0
1647,68,Water Main,PE100,250,Taupo,1.16,2022-09-03 08:56:14+00:00,Nolan Drainage Contract AsBuilt Drawings,2023-03-28 09:25:04+00:00,Water_Main,Public ,Taupo,Yes,0
1648,68,Water Main,PE100,250,Taupo,0.42,2022-09-03 08:56:14+00:00,Nolan Drainage Contract AsBuilt Drawings,2023-03-28 09:28:07+00:00,Water_Main,Connectivity,Taupo,Yes,0
1649,68,Water Main,MDPE,63,Mapara Road,1.33,1986-11-01 00:00:00+00:00,07 As-Built Plan Digitised (High Error),2023-03-17 08:22:14+00:00,Water_Main,Public ,Mapara Road,Yes,0
1650,68,Water Main,PE80,63,Mapara Road,5.06,2023-02-01 08:42:22+00:00,Nolan Drainage,2023-03-17 08:43:26+00:00,Water_Main,Public ,Mapara Road,Yes,0
1651,68,Water Main,PE80,63,Mapara Road,0.2,2023-02-01 08:44:04+00:00,Nolan Drainage,2023-03-17 08:52:46+00:00,Water_Main,Connectivity,Mapara Road,Yes,0
1652,68,Water Main,PE80,25,Hatepe,0.54,2023-03-13 14:53:10+00:00,Downer AsBuilt,2023-03-17 14:54:05+00:00,Water_Main,Public ,Hatepe,Yes,0
1653,68,Water Main,PE100,335,Taupo,94.06,2018-02-15 14:03:15+00:00,Cheal AsBuilt Drawings,2023-03-22 14:07:31+00:00,Water_Main,Public ,Taupo,Yes,0
1654,68,Water Main,PE100,335,Taupo,11.14,2018-02-15 14:03:15+00:00,Cheal AsBuilt Drawings,2023-03-22 14:07:43+00:00,Water_Main,Public ,Taupo,Yes,0
1655,68,Water Main,DI,200,Taupo - South,0.15,2022-09-12 15:59:40+00:00,Civtec AsBuilt Drawings,2023-06-15 16:40:58+00:00,Water_Main,Public ,Taupo,Yes,0
1656,68,Water Main,DI,100,Taupo - South,0.16,2022-09-12 08:31:26+00:00,Civtec AsBuilt Drawings,2023-06-15 16:48:12+00:00,Water_Main,Public ,Taupo,Yes,0
1657,68,Rider Main,PE80,63,Taupo - South,0.46,2022-09-12 10:53:36+00:00,Civtec AsBuilt Drawings,2023-06-15 17:01:36+00:00,Water_Main,Connectivity,Taupo,Yes,0
1658,68,Rider Main,PE80,63,Taupo - South,116.03,2022-09-12 10:53:36+00:00,Civtec AsBuilt Drawings,2023-06-15 16:49:59+00:00,Water_Main,Public ,Taupo,Yes,0
1659,68,Rider Main,PE80,63,Taupo - South,177.53,2022-09-12 10:53:36+00:00,Civtec AsBuilt Drawings,2023-06-15 16:50:34+00:00,Water_Main,Public ,Taupo,Yes,0
1660,68,Water Main,PE100,315,Taupo - South,0.32,2022-09-12 10:53:36+00:00,Civtec AsBuilt Drawings,2023-06-15 17:01:36+00:00,Water_Main,Connectivity,Taupo,Yes,0
1661,68,Water Main,PE100,315,Taupo - South,0.63,2022-09-12 10:53:36+00:00,Civtec AsBuilt Drawings,2023-06-15 16:27:32+00:00,Water_Main,Public ,Taupo,Yes,0
1662,68,Water Main,PE100,315,Taupo - South,0.47,2022-09-12 10:53:36+00:00,Civtec AsBuilt Drawings,2023-06-15 17:01:36+00:00,Water_Main,Connectivity,Taupo,Yes,0
1663,68,Water Main,PE100,125,Taupo - South,0.26,2022-09-12 10:53:36+00:00,Civtec AsBuilt Drawings,2023-06-15 17:01:36+00:00,Water_Main,Connectivity,Taupo,Yes,0
1664,68,Water Main,PE100,125,Taupo - South,0.26,2022-09-12 10:53:36+00:00,Civtec AsBuilt Drawings,2023-06-15 17:01:36+00:00,Water_Main,Connectivity,Taupo,Yes,0
1665,68,Water Main,PE100,315,Taupo - South,30.88,2022-09-12 09:03:15+00:00,Civtec AsBuilt Drawings,2023-06-15 16:28:52+00:00,Water_Main,Public ,Taupo,Yes,0
1666,68,Water Main,PE100,315,Taupo - South,1.26,2022-09-12 10:22:07+00:00,Civtec AsBuilt Drawings,2023-06-15 16:30:03+00:00,Water_Main,Public ,Taupo,Yes,0
1667,68,Water Main,PE100,315,Taupo - South,37.8,2022-09-12 10:55:48+00:00,Civtec AsBuilt Drawings,2023-06-15 16:31:14+00:00,Water_Main,Public ,Taupo,Yes,0
1668,68,Water Main,DI,100,Taupo - South,0.15,2022-09-12 14:15:55+00:00,Civtec AsBuilt Drawings,2023-06-15 16:47:33+00:00,Water_Main,Public ,Taupo,Yes,0
1669,68,Water Main,PE100,125,Taupo - South,0.5,2022-09-12 14:52:58+00:00,Civtec AsBuilt Drawings,2023-06-15 17:01:36+00:00,Water_Main,Connectivity,Taupo,Yes,0
1670,68,Water Main,PE100,125,Taupo - South,0.39,2022-09-12 15:40:59+00:00,Civtec AsBuilt Drawings,2023-06-15 17:01:36+00:00,Water_Main,Connectivity,Taupo,Yes,0
1671,68,Water Main,PE100,125,Taupo - South,13.05,2022-09-12 08:38:52+00:00,Civtec AsBuilt Drawings,2023-06-15 16:43:08+00:00,Water_Main,Public ,Taupo,Yes,0
1672,68,Water Main,DI,100,Taupo - South,0.15,2022-09-12 13:21:39+00:00,Civtec AsBuilt Drawings,2023-06-15 16:49:18+00:00,Water_Main,Public ,Taupo,Yes,0
1674,68,Water Main,PE100,125,Taupo - South,0.24,2022-09-12 14:33:24+00:00,Civtec AsBuilt Drawings,2023-06-15 17:01:36+00:00,Water_Main,Connectivity,Taupo,Yes,0
1675,68,Water Main,PE100,125,Taupo - South,15.53,2022-09-12 14:33:24+00:00,Civtec AsBuilt Drawings,2023-06-15 16:46:15+00:00,Water_Main,Public ,Taupo,Yes,0
1676,68,Water Main,PE100,125,Taupo - South,0.45,2022-09-12 14:33:24+00:00,Civtec AsBuilt Drawings,2023-06-15 17:01:36+00:00,Water_Main,Connectivity,Taupo,Yes,0
1677,68,Water Main,PE100,315,Taupo - South,20.87,2022-09-12 14:15:54+00:00,Civtec AsBuilt Drawings,2023-06-15 16:32:02+00:00,Water_Main,Public ,Taupo,Yes,0
1678,68,Rider Main,PE80,63,Taupo - South,1.42,2022-09-12 14:53:03+00:00,Civtec AsBuilt Drawings,2023-06-15 16:53:53+00:00,Water_Main,Public ,Taupo,Yes,0
1679,68,Water Main,PE100,315,Taupo - South,102.45,2022-09-12 15:10:45+00:00,Civtec AsBuilt Drawings,2023-06-15 16:32:40+00:00,Water_Main,Public ,Taupo,Yes,0
1680,68,Water Main,PE100,315,Taupo - South,0.37,2022-09-12 15:21:30+00:00,Civtec AsBuilt Drawings,2023-06-15 17:01:36+00:00,Water_Main,Connectivity,Taupo,Yes,0
1681,68,Water Main,PE100,315,Taupo - South,121.67,2022-09-12 15:58:21+00:00,Civtec AsBuilt Drawings,2023-06-15 16:34:27+00:00,Water_Main,Public ,Taupo,Yes,0
1682,68,Rider Main,PE80,63,Taupo - South,1.41,2022-09-12 08:01:45+00:00,Civtec AsBuilt Drawings,2023-06-15 16:52:36+00:00,Water_Main,Public ,Taupo,Yes,0
1683,68,Rider Main,PE80,63,Taupo - South,138.79,2022-09-12 08:23:35+00:00,Civtec AsBuilt Drawings,2023-06-15 16:53:06+00:00,Water_Main,Public ,Taupo,Yes,0
1687,68,Water Main,HDPE,400,Taupo - South,0.44,2018-10-01 10:49:12+00:00,Civtec AsBuilt Drawings,2023-03-30 10:59:23+00:00,Water_Main,Connectivity,Taupo,Yes,0
1688,68,Rider Main,PE80,63,Taupo - South,0.97,2022-09-12 14:45:39+00:00,Civtec AsBuilt Drawings,2023-06-15 16:56:14+00:00,Water_Main,Public ,Taupo,Yes,0
1689,68,Water Main,PE80,75,Taupo - South,1.77,2022-09-12 15:11:41+00:00,Civtec AsBuilt Drawings,2023-06-15 17:02:32+00:00,Water_Main,Public ,Taupo,Yes,0
1690,68,Water Main,AC,100,Taupo - South,5.2,1965-07-01 00:00:01+00:00,07 As-Built Plan Digitised (High Error),2023-03-31 09:00:47+00:00,Water_Main,Public ,Taupo,Yes,0
1691,68,Water Main,DI,150,Taupo - South,0.3,2022-09-12 10:58:28+00:00,Civtec AsBuilt Drawings,2023-06-15 17:23:56+00:00,Water_Main,Public ,Taupo,Yes,0
1692,68,Water Main,PE100,180,Taupo - South,3.35,2022-09-12 11:38:13+00:00,Civtec AsBuilt Drawings,2023-06-15 17:06:01+00:00,Water_Main,Public ,Taupo,Yes,0
1693,68,Water Main,PE100,250,Taupo - South,92.12,2022-09-12 11:52:30+00:00,Civtec AsBuilt Drawings,2023-06-15 17:04:52+00:00,Water_Main,Public ,Taupo,Yes,0
1694,68,Water Main,PE100,250,Taupo - South,8.36,2022-09-12 11:53:56+00:00,Civtec AsBuilt Drawings,2023-06-15 17:05:24+00:00,Water_Main,Public ,Taupo,Yes,0
1695,68,Water Main,PE100,250,Taupo - South,86.88,2022-09-12 11:59:33+00:00,Civtec AsBuilt Drawings,2023-06-15 17:17:16+00:00,Water_Main,Public ,Taupo,Yes,0
1696,68,Water Main,PE100,250,Taupo - South,27.62,2022-09-12 12:05:06+00:00,Civtec AsBuilt Drawings,2023-06-15 17:17:49+00:00,Water_Main,Public ,Taupo,Yes,0
1697,68,Rider Main,PE80,63,Taupo - South,0.35,2022-09-12 13:58:32+00:00,Civtec AsBuilt Drawings,2023-06-16 08:49:45+00:00,Water_Main,Connectivity,Taupo,Yes,0
1698,68,Water Main,DI,100,Taupo - South,0.31,2022-09-12 08:19:56+00:00,Civtec AsBuilt Drawings,2023-06-15 17:28:35+00:00,Water_Main,Public ,Taupo,Yes,0
1699,68,Water Main,AC,100,Taupo - South,48.45,1976-07-01 00:00:00+00:00,07 As-Built Plan Digitised (High Error),2023-10-16 14:09:29+00:00,Water_Main,Public ,Taupo,Yes,0
1700,68,Water Main,PE100,315,Taupo - South,0.64,2022-09-12 09:22:04+00:00,Civtec AsBuilt Drawings,2023-06-16 08:49:45+00:00,Water_Main,Connectivity,Taupo,Yes,0
1701,68,Water Main,PE100,315,Taupo - South,0.45,2022-09-12 09:22:04+00:00,Civtec AsBuilt Drawings,2023-06-16 08:49:45+00:00,Water_Main,Connectivity,Taupo,Yes,0
1702,68,Water Main,PE100,315,Taupo - South,0.41,2022-09-12 09:22:04+00:00,Civtec AsBuilt Drawings,2023-06-16 08:49:45+00:00,Water_Main,Connectivity,Taupo,Yes,0
1703,68,Water Main,PE100,250,Taupo - South,1.23,2022-09-12 09:22:04+00:00,Civtec AsBuilt Drawings,2023-06-15 17:11:25+00:00,Water_Main,Public ,Taupo,Yes,0
1704,68,Water Main,PE100,250,Taupo - South,0.99,2022-09-12 09:22:04+00:00,Civtec AsBuilt Drawings,2023-06-15 17:11:52+00:00,Water_Main,Public ,Taupo,Yes,0
1705,68,Water Main,PE100,315,Taupo - South,3.93,2022-09-12 09:22:04+00:00,Civtec AsBuilt Drawings,2023-06-15 17:08:43+00:00,Water_Main,Public ,Taupo,Yes,0
1706,68,Water Main,PE100,250,Taupo - South,0.41,2022-09-12 09:22:04+00:00,Civtec AsBuilt Drawings,2023-06-16 08:49:45+00:00,Water_Main,Connectivity,Taupo,Yes,0
1707,68,Rider Main,PE80,63,Taupo - South,0.35,2022-09-12 09:22:04+00:00,Civtec AsBuilt Drawings,2023-06-16 08:49:45+00:00,Water_Main,Connectivity,Taupo,Yes,0
1708,68,Rider Main,PE80,63,Taupo - South,0.39,2022-09-12 09:22:04+00:00,Civtec AsBuilt Drawings,2023-06-16 08:49:45+00:00,Water_Main,Connectivity,Taupo,Yes,0
1709,68,Water Main,PE100,250,Taupo - South,86.16,2022-09-12 09:22:04+00:00,Civtec AsBuilt Drawings,2023-06-15 17:13:49+00:00,Water_Main,Public ,Taupo,Yes,0
1710,68,Water Main,PE100,125,Taupo - South,7.4,2022-09-12 11:46:05+00:00,Civtec AsBuilt Drawings,2023-06-15 17:30:29+00:00,Water_Main,Public ,Taupo,Yes,0
1711,68,Water Main,PE100,250,Taupo - South,0.44,2022-09-12 11:50:41+00:00,Civtec AsBuilt Drawings,2023-06-16 08:49:45+00:00,Water_Main,Connectivity,Taupo,Yes,0
1712,68,Water Main,PE100,250,Taupo - South,24.64,2022-09-12 13:27:45+00:00,Civtec AsBuilt Drawings,2023-06-15 17:15:06+00:00,Water_Main,Public ,Taupo,Yes,0
1713,68,Water Main,PE100,250,Taupo - South,16.53,2022-09-12 13:27:45+00:00,Civtec AsBuilt Drawings,2023-06-15 17:15:41+00:00,Water_Main,Public ,Taupo,Yes,0
1714,68,Water Main,PE100,250,Taupo - South,57.22,2022-09-12 13:27:45+00:00,Civtec AsBuilt Drawings,2023-06-15 17:16:13+00:00,Water_Main,Public ,Taupo,Yes,0
1715,68,Water Main,PE100,180,Taupo - South,1.21,2022-09-12 13:27:45+00:00,Civtec AsBuilt Drawings,2023-06-15 17:26:21+00:00,Water_Main,Public ,Taupo,Yes,0
